Day,Month,Year,Value_Normalized,BlockHeight_Normalized,From_Encoded,To_Encoded
2,7,2018,1.1538461538461538e-06,0.6273170054586633,116,1614
18,11,2017,3.076923076923077e-06,0.36583623377142105,963,1713
2,12,2017,7.114358307692308e-06,0.38395209126166974,2777,948
20,3,2018,0.0,0.5074364055633046,3498,1823
2,2,2018,0.0004,0.4531633790640901,4708,1498
12,4,2018,7.692307692307692e-11,0.5348034774410445,253,803
8,10,2017,3.846153846153847e-06,0.32140584606513933,1790,2137
16,1,2018,2.3076923076923076e-05,0.43459767519390846,1836,101
16,9,2017,0.0007692307692307692,0.3078222650032171,5362,2099
30,10,2017,0.0,0.342970196243753,617,96
15,9,2017,8.181372307692309e-07,0.30746258563394324,4745,599
19,3,2018,7.692307692307693e-09,0.506506657133219,5645,536
20,2,2018,4.692307692307692e-05,0.4744396298248742,724,910
12,10,2017,3.677466538461539e-06,0.32367188541196634,2445,970
18,2,2018,5.3846153846153855e-06,0.47241541998251224,1763,678
12,8,2018,5.384615384615385e-08,0.6751260855139184,4458,1188
10,8,2018,3.846153846153846e-08,0.6721292188175386,5640,2421
25,3,2019,0.0,0.9325809792691014,5440,2451
25,9,2018,0.0,0.7266260809660209,3680,2286
27,9,2018,0.0,0.7289138711268227,3670,2286
12,4,2018,5.993552307692308e-07,0.5349096609601759,2894,1302
22,3,2018,1.560841846153846e-05,0.5103261000671903,5852,2673
9,1,2018,1.5589276923076924e-05,0.4264725597662934,4172,994
18,4,2018,5.384615384615385e-05,0.5418509389035454,3998,161
14,8,2018,7.692307692307693e-09,0.6768918561393255,4829,2421
2,3,2018,5.656696153846155e-07,0.48666951931887514,411,1302
31,8,2018,4.665590461538462e-06,0.6966522729007399,513,2937
1,9,2018,1.923076923076923e-05,0.6983891742639624,3762,586
27,9,2017,3.176664307692308e-06,0.3148254338990786,5381,1350
25,8,2018,0.0,0.6900307319227995,4531,397
31,10,2017,1.2572006153846154e-05,0.34475376298968496,2645,712
1,9,2018,1.1538461538461539e-07,0.6976686291173796,4354,1690
23,3,2018,4.071366538461539e-05,0.5111022086567448,4977,2971
5,2,2018,0.00033500000000000007,0.45670144555909675,5033,255
25,9,2018,1.2692307692307693e-07,0.7263551844646986,4231,2218
26,9,2018,0.0,0.728289425031074,3867,2286
1,12,2018,7.692307692307692e-08,0.8069797175637031,1770,3109
23,12,2017,0.0,0.4077686393600357,1761,1775
18,10,2017,3.846153846153846e-05,0.3285909308596989,5732,2318
20,3,2018,0.0,0.5073513796541304,3666,1823
20,3,2018,0.0,0.5074571677039169,166,1823
16,8,2018,1.5384615384615385e-07,0.6797564383398039,352,2726
6,1,2019,0.0,0.8500791531894009,814,2320
5,5,2019,7.692307692307693e-07,0.9846277110906608,894,810
3,2,2018,0.0,0.45440535054205,2771,1469
13,4,2018,4.823362076923077e-05,0.5357796935191671,2015,2968
6,5,2019,7.262623076923078e-07,0.9854311070650202,795,508
30,3,2018,4.023076923076924e-05,0.5193536765400862,1941,891
31,3,2018,3.769230769230769e-05,0.5202252909764572,1448,891
19,2,2018,3.538461538461539e-05,0.47421599191027897,4688,846
19,3,2018,7.839692307692308e-05,0.5057410284813068,3807,1710
28,11,2017,1.5384615384615387e-05,0.37862946934736874,3842,383
23,3,2018,7.608875153846154e-05,0.5113675685872371,5808,2031
7,4,2018,0.0,0.528725113608456,3601,2927
1,11,2017,0.0,0.345588796511644,453,226
2,4,2018,0.0,0.5227823957612013,1720,2927
16,1,2018,0.0,0.434107886410131,5105,725
27,12,2017,0.0,0.4125031983583276,3058,175
9,5,2018,5.6154663076923085e-05,0.5653627778715918,1501,1416
24,4,2018,0.00042384615384615383,0.548636599659659,527,900
3,2,2018,0.00012671292153846155,0.4546584509228475,5158,1498
19,10,2018,6.30683076923077e-08,0.755837621868822,1503,2184
9,1,2018,1.772076923076923e-05,0.4263228746192125,5932,1284
29,3,2018,7.692307692307692e-08,0.517886880739496,3369,3056
5,2,2018,5.846153846153846e-05,0.4575522978548556,1961,2593
26,4,2018,0.0002076923076923077,0.5511175765954913,5943,2074
27,9,2018,0.0,0.7285041648854068,544,2286
15,8,2017,7.692307692307692e-08,0.28458072933247536,3193,2316
26,6,2018,7.692307692307694e-06,0.6198380869407717,2759,1858
6,11,2018,0.0003846153846153846,0.7771385894636683,897,1584
14,4,2018,0.00036645814384615385,0.5368211620392139,1304,2993
17,1,2018,1.4848232307692308e-05,0.43518929733402245,1867,2445
24,6,2018,0.0004615384615384616,0.6180942648640119,1165,6
10,1,2018,3.8390144461538465e-05,0.4277750380540377,4013,3195
2,2,2018,4.684224615384616e-06,0.4535307700855914,0,477
20,3,2018,0.0,0.5073940903433899,1310,1823
6,1,2018,1.5445275e-05,0.4235184037591734,5383,3195
19,10,2017,7.700779769230769e-05,0.3297777343640319,5475,1587
27,6,2017,2.4196366153846155e-05,0.2402596889000851,772,291
20,12,2017,4.383134153846154e-06,0.4043065029792683,4812,788
20,5,2018,0.0,0.5785479235684307,4782,106
7,6,2018,0.0,0.5985185322867105,4530,1630
28,12,2017,2.2737692307692306e-06,0.4134444153994181,1468,754
28,9,2017,0.0,0.315911985924455,1550,448
6,4,2018,0.0,0.5276264997680572,4633,2927
20,12,2017,2.3482269153846156e-05,0.4038447925189854,4145,994
27,9,2018,0.0,0.7287796092841966,4523,2286
23,8,2017,8.372965884615385e-05,0.29079414594637987,5506,1333
24,9,2018,1.9230769230769231e-07,0.7256206001563686,4231,423
8,9,2018,0.0,0.7060057161139125,4456,1823
2,4,2018,0.0,0.5226018640052107,2146,2927
14,5,2018,7.692307692307692e-08,0.5714310572358828,3698,2438
5,8,2018,0.0,0.6667951282922328,2226,2831
11,6,2018,8.461538461538463e-05,0.6027239533013978,5546,2980
25,9,2018,2e-06,0.726758365461922,4231,2218
10,3,2019,0.0,0.9128632731969465,221,480
27,9,2018,0.0,0.728814410586556,2641,2286
26,3,2018,3.076923076923077e-08,0.5145346848366376,5735,3056
18,8,2018,8.958076923076924e-07,0.6817557336134311,3373,2951
7,3,2018,2.3076923076923076e-05,0.49267847828141675,3252,266
2,6,2018,7.692307692307693e-07,0.592300370040666,2267,3019
3,5,2018,0.0,0.5591914787429294,1582,979
14,7,2018,7.264297692307693e-06,0.6409132415396254,4584,757
4,4,2018,3.923076923076923e-06,0.5256665536942572,3577,740
30,1,2018,8.532318307692308e-06,0.4501615690008981,5478,754
22,1,2018,0.0007692307692307692,0.44086131641462745,3719,724
7,2,2018,0.0,0.45978531551137547,1825,3045
8,7,2017,0.0,0.2515851400020801,2628,1775
3,8,2018,6.384615384615384e-07,0.6641512179862622,1892,1685
21,2,2018,7.692307692307693e-05,0.47580340586109304,18,3092
23,2,2018,8.207692307692308e-05,0.4784263562917789,15,2571
8,6,2018,0.0,0.5997541762551505,1884,543
23,2,2018,3.053846153846154e-05,0.4783745498075843,1941,1371
11,5,2018,0.0,0.567817456095982,3806,543
7,11,2017,0.003272675165384616,0.35301333799459866,3267,2455
15,3,2018,0.0,0.5017050660809502,1259,2664
18,8,2018,0.0,0.6812453804237136,3241,1208
25,9,2018,0.0,0.726559048912044,375,2286
17,4,2018,7.6873e-06,0.5408420966044606,772,1347
20,3,2018,0.0,0.5073456453486279,1714,1823
1,2,2018,6.923076923076924e-05,0.45202264773844925,4408,551
10,1,2018,8.686784615384615e-07,0.42811474622138923,2743,1079
10,6,2018,1.6011007692307693e-07,0.6018905016568189,1782,1943
23,7,2018,0.0,0.650618850204517,4782,2845
23,1,2018,0.0,0.44241214945102925,5759,1775
3,2,2018,7.512153846153846e-05,0.4553103821380734,2398,1596
26,9,2018,0.0,0.7283040573968388,5939,2286
5,3,2018,4.923318307692308e-05,0.49046642050018174,1448,1225
10,6,2018,1.5384615384615385e-07,0.6015933064440543,2502,1553
14,7,2018,8.045573307692308e-06,0.6408226790596213,1671,1186
4,6,2018,1.5384615384615385e-08,0.5947242016561466,3810,120
31,3,2018,3.2e-09,0.5210362008683717,4531,2354
7,5,2018,0.0,0.5638022558362378,4749,2927
26,9,2018,4.18423076923077e-06,0.7281035544389259,4231,1694
24,9,2017,0.0004730123076923077,0.3133701067094934,1899,279
20,3,2018,0.0,0.5074160388920373,5292,1823
28,1,2018,6.160438461538461e-07,0.44748700982069023,4274,2
8,5,2018,7.692307692307693e-10,0.5642981743948626,4016,2182
20,3,2018,0.0,0.5073614641224279,2815,1823
1,8,2018,5.982307692307693e-06,0.6616251575451003,3870,755
25,9,2018,7.692307692307693e-05,0.72669963826419,2296,847
31,3,2019,0.0,0.9399499573090843,5323,440
31,1,2018,0.001153846153846154,0.45181285125092885,2899,551
1,7,2018,0.0002307692307692308,0.6251765276288727,3420,2893
23,12,2017,0.0,0.4077336403230035,1761,1775
30,11,2017,7.689076923076924e-05,0.38136038290923857,4487,241
6,12,2017,0.0006153846153846154,0.38811104462832013,1836,256
31,1,2018,7.692307692307694e-06,0.4519305033810651,1134,551
2,1,2019,0.0,0.8458217279558465,690,3097
18,11,2017,1.5384615384615385e-07,0.3669156673485876,1477,1876
1,4,2018,0.0,0.5222184564752371,258,2927
25,9,2018,0.0,0.7266541592895156,300,2286
26,5,2018,3.846153846153846e-05,0.5852279940094304,2350,1948
16,2,2019,7.692307692307693e-07,0.8911864119896814,5813,1561
15,3,2018,2.3076923076923078e-07,0.5021883296205353,800,2469
28,10,2018,7.692307692307692e-08,0.7669048314885348,5769,2820
3,12,2017,0.0004461538461538462,0.38500858761682655,1487,960
19,5,2018,3.846153846153846e-05,0.5774398184637518,5678,2087
25,9,2017,0.0,0.31418912372298,2157,759
14,5,2018,3.846153846153846e-05,0.5712297633392799,1892,157
3,5,2018,0.0,0.5592112522101792,127,2136
14,5,2018,7.692307692307692e-08,0.5717616696082995,2453,2469
24,9,2018,1.5384615384615385e-06,0.7258642092728861,4231,2218
18,8,2018,8.10787923076923e-07,0.6817626543269685,2380,2951
20,3,2018,7.692307692307693e-09,0.5076396768066326,199,3056
10,11,2018,1.0277605384615384e-06,0.7826670531720398,1890,2481
7,10,2018,3.307692307692308e-09,0.741193589758293,3233,2184
21,4,2019,6.384615384615384e-07,0.9668250653216491,654,1685
25,5,2018,0.0001660345,0.5835697910458623,1448,2478
30,4,2018,1.5e-05,0.5549563975273674,312,2207
27,3,2019,0.0006923076923076924,0.9352389287368196,1061,2451
6,5,2018,8.845669230769232e-05,0.5621393072405295,772,1347
8,7,2017,0.00015384615384615385,0.25153788141535316,2628,2357
20,6,2018,0.0,0.612463176860614,4530,2638
5,5,2018,0.0,0.5610195357901734,853,3056
20,3,2018,0.0,0.5074439194808594,141,1823
18,3,2019,5.769230769230769e-06,0.9240299433569258,4503,1388
12,10,2017,7.633864492307692e-05,0.3238379825368647,5112,703
25,5,2018,2.541903076923077e-07,0.5833038379113523,2955,602
20,3,2018,0.0,0.50739646315946,5550,1823
26,9,2018,0.0,0.7275967604733135,5396,2752
29,8,2017,0.0,0.29533215668020885,3193,95
19,11,2018,4.245984007692308e-05,0.7928001641988721,1178,1826
5,11,2018,3.0585076923076923e-06,0.7758467888482391,3004,2184
23,8,2018,0.0,0.6879837825931004,4531,397
18,7,2018,7.692307692307693e-07,0.6456687604132022,4125,479
18,1,2018,2.923076923076923e-05,0.43614218072079036,2987,1970
27,9,2018,1.5484615384615386e-05,0.7285866202438384,4231,1295
20,3,2018,0.0,0.5073859832218176,696,1823
14,6,2018,7.692307692307693e-07,0.606147926890373,1973,1087
26,9,2018,0.0,0.7276477760188179,900,2286
22,2,2018,0.0,0.4775414936323502,1895,2581
15,3,2018,0.0,0.5019969224575572,2798,209
1,11,2017,0.0,0.3449720620681227,453,1775
29,12,2017,4.224267569230769e-05,0.41461006129379374,2413,754
28,3,2018,0.0,0.51650431990939,5314,2928
14,8,2018,2.996254615384616e-06,0.6769444535622099,4718,2967
26,5,2018,8.461538461538461e-07,0.5852667500052399,4902,2794
4,4,2018,7.692307692307693e-07,0.5248928179207725,3682,2115
4,4,2018,0.0,0.525334952648478,1835,61
16,3,2018,7.692307692307692e-08,0.5022929312622867,2495,3056
11,12,2017,7.692307692307693e-07,0.39423884212903293,4864,1833
12,5,2018,3.923076923076923e-05,0.5685289054476298,1448,10
9,8,2018,7.692307692307693e-05,0.6706292035919689,1465,545
8,5,2018,1.5384615384615385e-08,0.5647907314640551,5217,656
22,1,2018,0.0001153846153846154,0.440906004450612,1245,1821
21,11,2017,0.0,0.3703999500126748,4288,1775
17,6,2018,2.3076923076923076e-05,0.6096555422458151,5322,443
7,3,2019,0.0,0.9097722847964579,5219,440
5,1,2019,0.0,0.8481002245870409,4509,1150
18,6,2018,0.0,0.6104320463047147,5212,1243
8,3,2018,0.00037692307692307694,0.4933608606362073,5601,403
28,4,2018,7.653846153846155e-05,0.5532586476292997,3950,93
9,6,2018,0.0,0.6006538690150164,1379,849
22,3,2018,7.692307692307693e-07,0.509998058245516,3331,894
27,9,2018,0.0,0.728525717964709,265,2286
23,2,2018,0.0003393332046153846,0.4779076982458167,1232,2545
8,3,2019,0.0,0.9107831044422675,4374,440
30,3,2018,3.4615384615384617e-06,0.5196712384241179,483,1291
2,11,2018,7.692307692307692e-08,0.7730092962978928,2038,1529
29,4,2018,4.515015384615385e-06,0.5548476434574935,2694,2162
16,3,2019,5.2200154615384615e-06,0.9209001989606275,1913,2843
10,9,2018,1.5384615384615385e-07,0.7083611315327086,4354,598
4,6,2018,3.846153846153846e-08,0.595021396868911,5212,544
22,10,2017,0.001153846153846154,0.33374350095565164,11,1904
4,4,2018,0.0,0.525830475737758,5723,2927
29,6,2018,3.846153846153846e-05,0.6235634081706339,1535,1084
14,4,2018,7.836846153846155e-08,0.5371798527351254,990,445
4,4,2018,0.0,0.5252608021462911,3202,1203
18,3,2018,0.0,0.5055693947855785,4746,1775
3,10,2017,4.521632307692308e-07,0.31866820952440456,5049,1345
11,6,2018,3.923076923076923e-05,0.6027290944028828,2496,3073
16,5,2018,3.857191923076924e-06,0.5732464592640868,1932,1585
20,3,2018,0.0,0.5074658680295067,4241,1823
26,6,2018,2.3076923076923076e-08,0.6203824504941587,1026,3018
20,3,2018,0.0,0.5073614641224279,5461,1823
27,9,2018,0.0,0.7284331781379799,42,2286
6,3,2019,0.0,0.9083068731385752,1202,440
20,6,2018,7.692307692307694e-06,0.6128396636770502,5596,2205
27,11,2017,0.0,0.37786107241004163,4479,1775
26,9,2018,1.4086698461538462e-06,0.727683170525195,4231,216
29,8,2017,6.307685e-05,0.2954067026517406,772,783
13,5,2018,1.4380153846153848e-06,0.5707807078980368,4088,1406
26,4,2018,1.5384615384615385e-06,0.5506291719544213,2411,2647
14,8,2018,7.692307692307693e-09,0.6774200054495675,4458,1188
26,3,2018,3.8461538461538463e-07,0.5143031375351425,3851,1823
12,2,2018,6.923076923076923e-07,0.4657602641102473,2411,3126
29,5,2018,7.451385846153846e-05,0.5877338855139974,2966,1071
29,8,2017,6.620845384615385e-06,0.2954080867944481,772,2561
27,3,2018,3.8461538461538463e-07,0.5162180001036129,2644,2207
30,3,2018,0.0,0.5194697467928425,5184,1823
28,6,2018,2.6654488461538466e-05,0.6218389640917789,4301,2426
25,11,2017,0.0,0.3751137468703545,2509,1775
31,5,2018,0.00030920815384615386,0.5902488728134995,5591,784
1,2,2018,5.615384615384616e-05,0.4520825613442161,1943,551
6,6,2018,0.0,0.5968706115261123,2687,316
24,3,2018,9.520076461538462e-05,0.512752106764068,1304,1162
14,1,2018,7.692307692307693e-07,0.43183532181911155,2154,1953
21,5,2018,0.0001153846153846154,0.5787591041986585,1331,229
1,4,2018,0.0,0.5213163908993012,3885,2927
3,9,2018,7.692307692307693e-05,0.6999235953225468,2581,980
25,9,2017,1.5384615384615385e-06,0.31405268679895637,2157,898
28,10,2017,7.692307692307692e-13,0.3407804824805103,3193,2316
1,2,2018,0.0001153846153846154,0.45219685198492,3027,2804
21,5,2018,0.00011307692307692308,0.5792848806928307,4100,1700
25,9,2018,8.182483846153846e-07,0.726748083258952,4231,311
28,10,2018,0.00023636795569230768,0.7666282006817101,1471,1975
9,10,2017,1.3982551076923077e-05,0.32168425648401644,4400,1361
4,4,2018,0.0,0.5250889707158904,4926,3104
14,8,2018,7.692307692307693e-09,0.6768962063021203,4458,1188
24,12,2017,7.5614615384615385e-06,0.40869502630068877,2292,754
16,1,2018,5.857835384615385e-06,0.4340934517790386,4595,994
12,2,2018,1.5812183076923078e-05,0.4650705655725743,5671,1351
1,4,2018,0.0,0.5220675849201212,157,2927
18,7,2018,7.692307692307692e-08,0.6455991578084829,410,984
22,3,2018,0.0,0.5094748523020863,2270,1823
29,11,2018,0.0,0.8050741485248399,5795,962
29,11,2017,7.431997692307692e-07,0.3802107535233352,3159,2010
16,3,2018,7.692307692307693e-09,0.5028390744277261,5645,536
5,9,2018,1.5653153846153847e-07,0.7030165610697604,5782,59
12,11,2017,7.392986615384615e-06,0.3596779851311436,5566,1494
20,3,2018,0.0,0.5073830172017301,4686,1823
20,12,2018,0.0001153846153846154,0.8300395350704192,1830,1102
30,5,2018,7.692307692307693e-05,0.5892892664478667,5156,2677
11,12,2017,7.636066307692307e-06,0.3939232575917261,1106,62
18,3,2018,0.0,0.5057042498322221,3055,1823
12,3,2019,0.0,0.915875563197781,552,440
13,3,2019,0.0,0.9171125913089283,4374,440
31,1,2018,2.3076923076923076e-05,0.4519710389889272,595,2804
27,8,2017,0.0,0.29395968031840025,374,1775
15,12,2017,6.017472769230769e-06,0.39782357400674906,3923,540
6,11,2018,0.0007692307692307692,0.7768125249887191,3399,1584
11,5,2018,7.692307692307693e-05,0.5674453194423407,2922,284
17,5,2019,0.0,0.9996745287290684,4531,397
4,1,2018,1.6326923076923078e-05,0.4211347122822101,5708,618
31,1,2018,7.692307692307693e-05,0.45108597859482624,845,477
11,7,2018,7.692307692307693e-05,0.636577513375762,1217,2004
20,12,2017,1.0082697e-05,0.40432133307970564,2954,788
27,5,2018,3.8253846153846156e-05,0.5862637282239748,3143,1948
24,1,2018,6.153846153846155e-05,0.4436212969733544,4730,1236
21,12,2017,1.5203413076923078e-05,0.40541203753320454,4210,994
27,1,2018,6.697023076923077e-07,0.4466238979752365,5706,1057
14,9,2017,0.0004623076923076923,0.3063390572248097,3878,1417
31,8,2017,2.3846153846153846e-06,0.2970449344133864,1824,393
24,10,2017,0.0,0.33544303046577195,617,1775
27,7,2018,0.0,0.6558271814781141,5658,543
9,9,2018,0.0019230769230769232,0.7069771865598952,859,143
31,5,2018,8.35902e-06,0.5908750985213006,5739,2458
28,9,2017,0.0,0.3158332875248009,2157,2792
26,6,2018,3.846153846153846e-05,0.6201192656450639,5589,2203
16,5,2018,3.846153846153846e-05,0.573374393597193,862,110
21,9,2018,1.9230769230769234e-06,0.7222636586213701,4231,423
4,4,2018,0.0,0.52514038173074,4926,1620
16,3,2018,3.846153846153846e-05,0.5024576442444776,484,419
27,1,2018,0.0,0.4472218476248704,1966,2540
19,4,2018,3.846153846153846e-05,0.5423506144209479,3989,2816
15,9,2017,7.692307692307693e-05,0.3070605910447548,5629,2134
29,12,2017,5.08935e-06,0.4137890669335821,48,1819
20,12,2017,8.271678592307693e-05,0.4042887068587435,650,788
9,5,2018,0.0,0.5655887886022571,5751,499
27,9,2017,5.025241538461539e-06,0.31507279997437354,5164,1672
7,6,2018,1.5838578461538463e-06,0.5983593558753496,3462,412
14,2,2018,2.476923076923077e-05,0.46759543960570127,3537,947
15,4,2018,0.0003846153846153846,0.5386173838041858,1985,2008
28,6,2018,2.1318615384615387e-08,0.6222840648395719,5707,2599
19,6,2018,5.8538461538461545e-09,0.6116394142149874,838,2442
11,4,2018,4.008382846153846e-05,0.534136716125381,130,803
31,12,2018,0.0005776923076923077,0.8431422254088262,406,847
14,8,2018,4.2307692307692314e-05,0.6770933477706008,2878,1200
24,9,2018,4.125e-06,0.725514416637237,4231,2941
8,1,2018,0.0001523076923076923,0.4256826097496639,5090,1281
28,1,2018,0.0,0.44832856858684167,2949,1775
17,8,2018,0.0,0.6799780989076741,2214,2421
4,3,2018,9.008634615384616e-05,0.48870401136420705,1248,3129
21,3,2019,3.8461538461538463e-07,0.927603997562327,301,8
20,3,2018,0.0,0.5074706136616466,4021,1823
8,10,2017,7.5953846153846156e-06,0.321533582663573,187,1587
20,3,2018,0.0,0.5073994291795475,5854,1823
2,5,2018,4.192307692307693e-05,0.5575415806356062,862,2347
14,10,2017,7.237478769230769e-06,0.32489131513726144,1591,970
25,9,2018,0.0,0.7262084653377051,3486,2286
23,4,2018,3.9529066153846155e-05,0.5478158030341199,5852,1056
9,7,2018,0.0,0.6349434340422385,1180,2035
15,4,2018,4.0102077692307696e-05,0.5386241067830507,142,2008
7,11,2017,0.0009879574384615384,0.3533413798162728,4833,2033
18,10,2017,3.846153846153846e-05,0.3278393413695341,2426,2318
2,6,2018,3.903799961538462e-05,0.5928830941205178,3974,2677
14,8,2017,0.0,0.2836011517649203,1512,1775
29,1,2018,0.0,0.44934690215020634,5095,470
5,1,2018,3.0769230769230774e-05,0.4225566223121432,2041,1157
26,9,2018,1.2692307692307692e-06,0.7281642589833827,4231,2239
23,12,2017,0.0,0.40763497072142707,1761,962
1,9,2018,2.3076923076923076e-08,0.6976466805687324,4354,1424
2,10,2017,0.0001263720216923077,0.3181473763970448,1787,1345
22,11,2017,0.0,0.37148136093656625,1182,1775
23,3,2019,0.0,0.9295738303697519,4872,1421
10,4,2018,0.0,0.5327316135426104,4906,1934
5,5,2018,0.0001546153846153846,0.561156763652887,4876,2202
26,9,2018,3.846153846153846e-08,0.7282888318270565,4231,423
18,6,2018,0.0,0.610992821835919,1488,1164
19,2,2018,6.183731538461538e-07,0.47400797503481107,4379,1302
8,9,2017,8.733561538461538e-08,0.3021439184130922,625,1728
22,11,2017,0.0003076583846153846,0.37109597605986766,4252,2984
3,9,2018,5.39878076923077e-06,0.7004365190630065,5453,740
26,5,2018,0.0001538122307692308,0.5847902094445198,2664,2140
4,3,2018,3.846153846153846e-05,0.48923908138798666,4654,3129
11,5,2018,0.0,0.567810337647772,3806,543
25,5,2018,1.3963076923076922e-05,0.5839879998781955,4652,740
30,10,2017,4.7841217461538466e-05,0.34364427374229867,5499,608
23,12,2017,7.692307692307693e-05,0.40733500722324756,1696,3182
24,7,2018,1.6246153846153847e-06,0.652743904729853,5496,1324
16,1,2018,1.9230769230769231e-07,0.4345881839296286,2109,2469
13,9,2017,0.0004633761326923077,0.3056202916902795,3435,1064
28,3,2018,3.307692307692308e-05,0.517042751422602,1448,2998
26,9,2018,4.7173076923076924e-06,0.7272493406537345,4231,2627
9,7,2017,0.0,0.25263748392911445,4348,2577
20,3,2018,0.0,0.5074069430971023,4743,1823
31,5,2018,4.1098125384615385e-06,0.5902186194086073,4534,1122
12,3,2019,0.0,0.9158753654631083,2019,440
7,5,2018,3.9384615384615384e-05,0.5635847476964898,249,1967
13,3,2019,0.0,0.9171161505330333,1056,440
10,8,2018,7.692307692307692e-08,0.6724214706634907,507,1706
5,5,2018,0.0038461538461538464,0.5607527917169736,3211,36
28,12,2017,0.00015381384615384614,0.41349404680221513,1106,62
23,3,2018,3.846153846153846e-05,0.511226188296401,2142,615
20,3,2018,0.0,0.5073859832218176,4589,1823
21,10,2017,0.0,0.3319229578259626,453,1775
21,2,2018,7.692307692307693e-05,0.47580281265707536,2221,846
11,2,2018,3.340953846153846e-07,0.46404788184641477,5059,2593
25,9,2018,1.5953525615384616e-05,0.7261614044856505,4231,2901
25,4,2018,0.0,0.5496452442240712,638,2875
6,10,2017,3.683626623076923e-05,0.32001201435870097,1901,1361
20,11,2017,1.8846153846153846e-05,0.36848330783215166,963,1775
26,1,2018,4.039314615384616e-05,0.4451181484441643,3649,2759
31,5,2018,0.0003964292307692308,0.5905751350231211,1802,2381
17,2,2018,3.846153846153847e-06,0.4715564605651811,1152,1712
15,6,2018,0.001580471793076923,0.6076184796497407,3365,3029
24,2,2018,8.03846153846154e-06,0.47980160093900237,4750,589
1,11,2017,0.0,0.34563546189435346,453,2153
6,11,2017,0.0,0.3517699823739313,1486,2664
6,5,2018,7.692307692307693e-09,0.5621804360524091,5645,536
16,4,2018,3.846153846153846e-05,0.5395113422585492,2015,338
25,9,2018,0.0,0.7267437330961571,2410,2286
11,11,2017,7.718586076923077e-05,0.3574959830201282,3547,807
25,5,2018,6.584315384615385e-07,0.5838895280112913,191,1927
29,4,2019,0.0,0.9764654215446161,1009,57
1,11,2017,0.0,0.345588796511644,4117,1775
31,12,2017,0.00011384615384615385,0.4172027583195874,3178,712
20,8,2018,1.5384615384615385e-07,0.6834287666774367,352,2391
22,12,2017,0.0,0.40606772570720795,1487,1775
28,11,2017,1.9846153846153846e-06,0.3789391218445006,3267,798
20,3,2018,0.0,0.5074352191552695,5880,1823
1,1,2019,3.8530346153846154e-07,0.844151067707911,4637,3128
6,11,2017,0.0,0.35190898984869734,4479,35
29,3,2018,0.0,0.5177352182456901,617,1600
27,3,2018,0.00016923076923076926,0.5162302596533078,4981,1107
19,5,2018,1.1405823076923076e-07,0.5773502446571103,5901,735
20,3,2018,0.0,0.5073940903433899,4304,1823
25,6,2018,7.582521538461539e-07,0.6192015790300006,222,2908
6,12,2017,2.6923076923076928e-06,0.38823660614535627,1471,1764
5,8,2018,0.0,0.6667911735987829,4531,397
26,9,2018,0.0,0.7282787473587592,4661,2286
31,1,2018,1.5363784384615384e-05,0.4518881881611506,5741,2850
30,10,2018,2.6920012384615384e-05,0.7689007652727294,2602,1975
15,4,2018,0.0,0.5380712406387463,404,2927
21,1,2018,0.0,0.43977871908270094,2610,543
27,9,2018,0.0,0.7288126309745037,1515,2286
29,7,2018,3.846153846153846e-05,0.6584754419468798,1148,1337
26,9,2018,2.0360576923076925e-06,0.7281393444146479,4231,2309
4,4,2018,0.0,0.5251417658734475,4926,1810
3,2,2018,3.022469230769231e-05,0.45519273000793703,5291,1498
22,8,2017,0.00015384615384615385,0.29020212833692083,5390,1237
30,11,2017,0.0003076923076923077,0.38128465052967186,3267,2010
8,9,2017,0.0,0.3022386333212188,3282,1775
29,10,2017,1.850236423076923e-05,0.3413895052718041,3783,608
21,7,2017,0.0007692307692307692,0.2634211420284651,3112,1452
6,9,2018,0.00012614762,0.7034804466114407,145,551
10,2,2018,0.00012615384615384615,0.46338151600009636,5160,122
28,4,2018,1.5e-05,0.5533403120490413,1023,179
25,9,2018,3.8461538461538463e-07,0.7261683251991881,4231,423
10,1,2018,0.0002153846153846154,0.42738273246380165,5642,2173
23,8,2017,7.686993400000001e-05,0.2912584269574051,3612,774
23,3,2019,0.0,0.9296964258667008,2185,2820
1,12,2018,3.076923076923077e-07,0.8080107061461078,1025,1826
23,12,2017,5.766151384615385e-05,0.40777536233890055,3905,3182
8,4,2018,3.115384615384615e-07,0.529465629956961,3143,822
18,12,2017,4.795541346153847e-05,0.4015000547725043,5007,1819
15,5,2018,5.335384615384616e-05,0.5728672041622357,5708,381
3,4,2018,0.0,0.5244429715408395,1673,2927
12,10,2017,0.0,0.3237786621351152,1790,1775
15,4,2018,5.3076923076923076e-05,0.5386288524151907,1548,1450
7,5,2018,3.846153846153847e-06,0.5633221560514127,204,2702
1,11,2017,0.0,0.34499420835144257,4117,1775
14,5,2018,3.846153846153846e-05,0.5710098823834621,2056,1230
31,5,2018,0.0001076923076923077,0.5904050832047728,3819,155
14,8,2018,7.692307692307693e-09,0.6768995677915529,2086,2421
15,9,2018,1.7116196923076922e-05,0.7141879768618796,1145,1705
26,9,2018,0.0,0.7281152207846032,2527,2286
3,4,2018,0.0,0.5245082239827638,1475,2927
8,2,2018,9.08614e-06,0.4603193968617926,4342,822
27,7,2018,0.0,0.6558129445816941,5658,12
4,4,2018,0.0,0.5255896349066554,100,2927
18,10,2018,0.0,0.7548950206850241,3527,2820
